FIELD	KIND	PATH	LINE	COLUMN	VARIABLE	EXPRESSION	SOURCE
Name	read	mbsebbs/userlist.c	110	31	u	u.Name	"snprintf(msg, 81, ""%-25s"", u.Name);"
Name	read	mbsebbs/userlist.c	131	30	u	u.Name	"snprintf(msg, 81, ""%-25s"", u.Name);"
Name	read	mbsebbs/whoson.c	117	29	us	us.Name	if (strcmp(fullname, us.Name) == 0) {
Name	read	mbsebbs/whoson.c	305	32	us	us.Name	"snprintf(User, 36, ""%s"", us.Name);"
Name	read	mbsebbs/whoson.c	308	32	us	us.Name	"snprintf(User, 36, ""%s"", us.Name);"
Name	read	mbsebbs/whoson.c	328	30	exitinfo	exitinfo.Name	from = xstrcpy(clencode(exitinfo.Name));
Name	read	mbsebbs/zmrecv.c	556	32	exitinfo	exitinfo.Name	curfile = xstrcat(curfile, exitinfo.Name);
Name	read	mbsebbs/zmrecv.c	624	61	exitinfo	exitinfo.Name	"snprintf(temp, PATH_MAX, ""%s/%s/upl"", CFG.bbs_usersdir, exitinfo.Name);"
Name	read	mbsetup/m_users.c	519	21	usrconfig	usrconfig.Name	show_str(10,17, 8, usrconfig.Name);
Name	read	mbsetup/m_users.c	1063	44	usrconfig	usrconfig.Name	"add_webtable(wp, (char *)""Unix Name"", usrconfig.Name);"
Name	read	mbutils/mbuser.c	214	60	usr	usr.Name	if (!strcmp(usr.sUserName, CFG.sysop_name) && !strcmp(usr.Name, CFG.sysop))
Name	read	mbutils/mbuser.c	309	34	usr	usr.Name	"printf(""Delete user %s\n"", usr.Name);"
Name	read	mbutils/mbuser.c	312	7	usr	usr.Name[0]	if (usr.Name[0] != '\0') {
Name	read	mbutils/mbuser.c	315	48	usr	usr.Name	"WriteError(""Cannot delete *nix account %s"", usr.Name);"
Name	read	mbutils/mbuser.c	318	46	usr	usr.Name	"execute_str((char *)""/usr/sbin/userdel "", usr.Name, NULL,"
Name	read	mbutils/mbuser.c	321	49	usr	usr.Name	"execute_str((char *)""/usr/sbin/pw userdel "", usr.Name, NULL,"
Name	read	mbutils/mbuser.c	327	21	usr	usr.Name	"execute_str(cmd, usr.Name, NULL, (char *)""/dev/null"",(char *)""/dev/null"",(char *)""/dev/null"");"
Name	read	mbutils/mbuser.c	332	27	usr	usr.Name	cmd = xstrcat(cmd, usr.Name);
Name	read	unix/mblogin.c	607	13	usrconfig	usrconfig.Name	(strcmp(usrconfig.Name, username) == 0)) {
Name	read	unix/mblogin.c	609	23	usrconfig	usrconfig.Name	STRFCPY(username, usrconfig.Name);
Name	read	unix/mblogin.c	615	9	usrconfig	usrconfig.Name	usrconfig.Name,
Name	write	fortytwo-auth/src/legacy_userdb_provision.c	417	12	record	record->Name	memcpy(record->Name, registration->legacy_name, legacy_length + 1U);
Name	write	mbnntp/auth.c	153	2	usrconfig	usrconfig.Name[sizeof(usrconfig.Name) - 1]	usrconfig.Name[sizeof(usrconfig.Name) - 1] = '\0';
Name	write	mbsebbs/newuser.c	193	12	usrconfig	usrconfig.Name	strcpy(usrconfig.Name, UnixName);
Name	write	mbsetup/m_users.c	145	5	user	user->Name[sizeof(user->Name) - 1]	user->Name[sizeof(user->Name) - 1] = '\0';
NeverDelete	read	mbsetup/m_users.c	538	22	usrconfig	usrconfig.NeverDelete	show_bool(17,17,    usrconfig.NeverDelete);
NeverDelete	read	mbsetup/m_users.c	1075	58	usrconfig	usrconfig.NeverDelete	"add_webtable(wp, (char *)""Never delete"", getboolean(usrconfig.NeverDelete));"
NeverDelete	read	mbutils/mbuser.c	274	40	usr	usr.NeverDelete	(usr.sUserName[0] != '\0') && (!usr.NeverDelete)) {
NeverDelete	write	mbsetup/m_users.c	863	26	usrconfig	usrconfig.NeverDelete	"case 8 :E_BOOL(17,17,   usrconfig.NeverDelete,    ""^Never delete^ this user""); break;"
OLRext	read	mbsebbs/offline.c	1211	74	exitinfo	exitinfo.OLRext	"snprintf(Pktname, 32, ""%s%s%d"", CFG.bbsid , Extensions[tp->tm_wday], exitinfo.OLRext);"
OLRext	read	mbsebbs/offline.c	1435	13	exitinfo	exitinfo.OLRext	if (exitinfo.OLRext > 9)
OLRext	read	mbsetup/m_users.c	625	21	usrconfig	usrconfig.OLRext	show_int( 17,71,   usrconfig.OLRext);
OLRext	read-write	mbsebbs/offline.c	1434	9	exitinfo	exitinfo.OLRext	exitinfo.OLRext++;
OLRext	write	mbsebbs/offline.c	1208	9	exitinfo	exitinfo.OLRext	exitinfo.OLRext = 0;
OLRext	write	mbsebbs/offline.c	1436	13	exitinfo	exitinfo.OLRext	exitinfo.OLRext = 0; /* After 9, go back to 0 */
OLRext	write	mbsetup/m_users.c	697	34	usrconfig	usrconfig.OLRext	"case 25:E_INT( 17,71,usrconfig.OLRext,       ""Next ^OLR^ packet extension""); break;"
OLRlast	read	mbsebbs/offline.c	1207	22	exitinfo	exitinfo.OLRlast	if (strcmp(Temp2,exitinfo.OLRlast)) { /* Last download wasn't today */
OLRlast	write	mbsebbs/offline.c	1437	18	exitinfo	exitinfo.OLRlast	"snprintf(exitinfo.OLRlast, 12, ""%s"", Temp2); /* Save the last download date/time */"
OLRlast	write	mbsetup/m_users.c	159	5	user	user->OLRlast[sizeof(user->OLRlast) - 1]	user->OLRlast[sizeof(user->OLRlast) - 1] = '\0';
OL_ExtInfo	read	mbsebbs/change.c	1088	9	exitinfo	exitinfo.OL_ExtInfo	if (exitinfo.OL_ExtInfo) {
OL_ExtInfo	read	mbsebbs/change.c	1099	45	exitinfo	exitinfo.OL_ExtInfo	"Syslog('+', ""OLR Extended Info now %s"", exitinfo.OL_ExtInfo?""True"":""False"");"
OL_ExtInfo	read	mbsebbs/dispfile.c	564	28	exitinfo	exitinfo.OL_ExtInfo	"snprintf(temp, 81, ""%s"", exitinfo.OL_ExtInfo?(char *)Language(147):(char *)Language(148));"
OL_ExtInfo	read	mbsebbs/offline.c	1239	9	exitinfo	exitinfo.OL_ExtInfo	if (exitinfo.OL_ExtInfo)
OL_ExtInfo	read	mbsebbs/offline.c	1916	74	exitinfo	exitinfo.OL_ExtInfo	"((strncmp(Text, ""\001FMPT "", 6) == 0) && (msgs.Type == NETMAIL)) || (exitinfo.OL_ExtInfo)) {"
OL_ExtInfo	read	mbsebbs/offline.c	2621	74	exitinfo	exitinfo.OL_ExtInfo	"((strncmp(Text, ""\001FMPT "", 6) == 0) && (msgs.Type == NETMAIL)) || (exitinfo.OL_ExtInfo)) {"
OL_ExtInfo	read	mbsetup/m_users.c	543	26	usrconfig	usrconfig.OL_ExtInfo	show_bool( 8,68, usrconfig.OL_ExtInfo);
OL_ExtInfo	read	mbsetup/m_users.c	1079	63	usrconfig	usrconfig.OL_ExtInfo	"add_webtable(wp, (char *)""OLR Extended info"", getboolean(usrconfig.OL_ExtInfo));"
OL_ExtInfo	write	mbsebbs/change.c	1089	2	exitinfo	exitinfo.OL_ExtInfo	exitinfo.OL_ExtInfo = FALSE;
OL_ExtInfo	write	mbsebbs/change.c	1093	2	exitinfo	exitinfo.OL_ExtInfo	exitinfo.OL_ExtInfo = TRUE;
OL_ExtInfo	write	mbsetup/m_users.c	868	26	usrconfig	usrconfig.OL_ExtInfo	"case 12:E_BOOL( 8,68,   usrconfig.OL_ExtInfo,     ""Add ^Extended Message Info^ in OLR download""); break;"
Password	metadata	fortytwo-auth/src/legacy_userdb.c	670	46	record	record.Password	sizeof(record.Password))) {
Password	metadata	fortytwo-auth/src/legacy_userdb_provision.c	467	38	record	record->Password	password_index < sizeof(record->Password); ++password_index) {
Password	metadata	fortytwo-auth/src/legacy_userdb_provision.c	1202	46	record	record.Password	sizeof(record.Password))) {
Password	metadata	fortytwo-auth/src/legacy_userdb_provision.c	2363	34	record	record.Password	password_index < sizeof(record.Password); ++password_index) {
Password	metadata	fortytwo-auth/src/legacy_userdb_provision.c	2377	44	record	record.Password	sizeof(record.Password)) &&
Password	metadata	mbsebbs/change.c	222	43	exitinfo	exitinfo.Password	memset(&exitinfo.Password, 0, sizeof(exitinfo.Password));
Password	metadata	mbsebbs/newuser.c	186	43	usrconfig	usrconfig.Password	memset(&usrconfig.Password, 0, sizeof(usrconfig.Password));
Password	read	fortytwo-auth/src/legacy_userdb.c	669	39	record	record.Password	!fixed_text_is_terminated(record.Password,
Password	read	fortytwo-auth/src/legacy_userdb_provision.c	468	17	record	record->Password[password_index]	if (record->Password[password_index] != '\0') {
Password	read	fortytwo-auth/src/legacy_userdb_provision.c	1201	39	record	record.Password	!fixed_text_is_terminated(record.Password,
Password	read	fortytwo-auth/src/legacy_userdb_provision.c	2364	13	record	record.Password[password_index]	if (record.Password[password_index] != '\0') {
Password	read	fortytwo-auth/src/legacy_userdb_provision.c	2376	37	record	record.Password	fixed_text_is_terminated(record.Password,
Password	read	mbnntp/auth.c	182	16	usrconfig	usrconfig.Password	if (strcmp(usrconfig.Password, p) != 0) {
Password	read	mbsebbs/change.c	182	17	exitinfo	exitinfo.Password	if (!strcmp(exitinfo.Password, temp1)) {
Password	read	mbsebbs/door.c	227	28	exitinfo	exitinfo.Password	"fprintf(fp, ""%s\r\n"", exitinfo.Password);"
Password	read	mbsebbs/mail.c	2522	34	exitinfo	exitinfo.Password	if (exitinfo.Email && strlen(exitinfo.Password)) {
Password	read	mbsebbs/mail.c	2523	31	exitinfo	exitinfo.Password	check_popmail(exitinfo.Name, exitinfo.Password);
Password	read	mbsebbs/offline.c	830	31	exitinfo	exitinfo.Password	check_popmail(exitinfo.Name, exitinfo.Password);
Password	write	mbnntp/auth.c	154	2	usrconfig	usrconfig.Password[sizeof(usrconfig.Password) - 1]	usrconfig.Password[sizeof(usrconfig.Password) - 1] = '\0';
Password	write	mbsebbs/change.c	222	14	exitinfo	exitinfo.Password	memset(&exitinfo.Password, 0, sizeof(exitinfo.Password));
Password	write	mbsebbs/change.c	223	13	exitinfo	exitinfo.Password	strcpy(exitinfo.Password, temp2);
Password	write	mbsebbs/newuser.c	186	13	usrconfig	usrconfig.Password	memset(&usrconfig.Password, 0, sizeof(usrconfig.Password));
Password	write	mbsebbs/newuser.c	187	14	usrconfig	usrconfig.Password	"snprintf(usrconfig.Password, Max_passlen +1, ""%s"", temp2);"
Password	write	mbsetup/m_users.c	158	5	user	user->Password[sizeof(user->Password) - 1]	user->Password[sizeof(user->Password) - 1] = '\0';
Security	read	fortytwo-auth/src/legacy_userdb_provision.c	430	25	record	record->Security	record->ExpirySec = record->Security;
Security	read	mbnntp/commands.c	286	56	usrconfig	usrconfig.Security	(strcasecmp(opt, msgs.Newsgroup) == 0) && Access(usrconfig.Security, msgs.RDSec)) {
Security	read	mbnntp/commands.c	350	82	usrconfig	usrconfig.Security	if (msgs.Active && (msgs.Type == ECHOMAIL) && strlen(msgs.Newsgroup) && Access(usrconfig.Security, msgs.RDSec)) {
Security	read	mbnntp/commands.c	351	18	usrconfig	usrconfig.Security	if (Access(usrconfig.Security, msgs.WRSec))
Security	read	mbsebbs/change.c	972	35	exitinfo	exitinfo.Security	if (PROT.Available && Access(exitinfo.Security, PROT.Level)) {
Security	read	mbsebbs/change.c	994	76	exitinfo	exitinfo.Security	if ((strncmp(PROT.ProtKey, Prot, 1) == 0) && PROT.Available && Access(exitinfo.Security, PROT.Level)) {
Security	read	mbsebbs/dispfile.c	306	10	exitinfo	exitinfo.Security.level	if (exitinfo.Security.level >= iSec) {
Security	read	mbsebbs/dispfile.c	460	28	exitinfo	exitinfo.Security.level	"snprintf(temp, 81, ""%d"", exitinfo.Security.level);"
Security	read	mbsebbs/door.c	228	28	exitinfo	exitinfo.Security.level	"fprintf(fp, ""%d\r\n"", exitinfo.Security.level);"
Security	read	mbsebbs/door.c	300	28	exitinfo	exitinfo.Security.level	"fprintf(fp, ""%d\r\n"", exitinfo.Security.level); /* User's security level		*/"
Security	read	mbsebbs/door.c	360	35	exitinfo	exitinfo.Security.level	"fprintf(fp, ""%d\r\n"", exitinfo.Security.level);"
Security	read	mbsebbs/email.c	568	9	exitinfo	exitinfo.Security.level	if (exitinfo.Security.level >= CFG.sysop_access)
Security	read	mbsebbs/email.c	575	6	exitinfo	exitinfo.Security.level	if (exitinfo.Security.level >= CFG.sysop_access) {
Security	read	mbsebbs/file.c	103	16	exitinfo	exitinfo.Security	if (Access(exitinfo.Security, area.LTSec) == FALSE) {
Security	read	mbsebbs/file.c	555	14	exitinfo	exitinfo.Security	if ((Access(exitinfo.Security, area.LTSec)) && (area.Available) && (strlen(area.Password) == 0)) {
Security	read	mbsebbs/file.c	691	14	exitinfo	exitinfo.Security	if ((Access(exitinfo.Security, area.LTSec)) && (area.Available) && (strlen(area.Password) == 0)) {
Security	read	mbsebbs/file.c	814	14	exitinfo	exitinfo.Security	if ((Access(exitinfo.Security, area.LTSec)) && (area.Available) && (strlen(area.Password) == 0) && (area.New)) {
Security	read	mbsebbs/file.c	930	17	exitinfo	exitinfo.Security	if (!Access(exitinfo.Security, area.UPSec)) {
Security	read	mbsebbs/file.c	1397	15	exitinfo	exitinfo.Security	if ((Access(exitinfo.Security, area.LTSec)) && (area.Available) && (strlen(area.Password) == 0))
Security	read	mbsebbs/file.c	1414	15	exitinfo	exitinfo.Security	if ((Access(exitinfo.Security, area.LTSec)) && (area.Available) && (strlen(area.Password) == 0))
Security	read	mbsebbs/file.c	1439	14	exitinfo	exitinfo.Security	if ((Access(exitinfo.Security, area.LTSec)) && (area.Available)) {
Security	read	mbsebbs/file.c	1518	14	exitinfo	exitinfo.Security	(Access(exitinfo.Security, area.LTSec) == FALSE) ||
Security	read	mbsebbs/file.c	1607	16	exitinfo	exitinfo.Security	if (Access(exitinfo.Security, area.DLSec) == FALSE) {
Security	read	mbsebbs/file.c	1811	16	exitinfo	exitinfo.Security	if (Access(exitinfo.Security, area.LTSec) == FALSE) {
Security	read	mbsebbs/filesub.c	270	17	exitinfo	exitinfo.Security	if (Access(exitinfo.Security, area.DLSec)) {
Security	read	mbsebbs/mail.c	143	16	exitinfo	exitinfo.Security	if (Access(exitinfo.Security, msgs.WRSec) == FALSE) {
Security	read	mbsebbs/mail.c	199	9	exitinfo	exitinfo.Security.level	if (exitinfo.Security.level < CFG.iCrashLevel)
Security	read	mbsebbs/mail.c	289	36	exitinfo	exitinfo.Security.level	if ((msgs.Type == NETMAIL) && (exitinfo.Security.level >= CFG.iAttachLevel)) {
Security	read	mbsebbs/mail.c	1066	10	exitinfo	exitinfo.Security.level	if ((exitinfo.Security.level >= CFG.sysop_access) && strlen(msgs.Tag)) {
Security	read	mbsebbs/mail.c	1129	6	exitinfo	exitinfo.Security.level	if (exitinfo.Security.level >= msgs.SYSec.level)
Security	read	mbsebbs/mail.c	1263	6	exitinfo	exitinfo.Security.level	if (exitinfo.Security.level >= msgs.SYSec.level)
Security	read	mbsebbs/mail.c	1516	48	exitinfo	exitinfo.Security.level	if ((msgs.UsrDelete && IsMe(Msg.From)) || (exitinfo.Security.level >= CFG.sysop_access) ||
Security	read	mbsebbs/mail.c	1517	13	exitinfo	exitinfo.Security	Access(exitinfo.Security, msgs.SYSec)) {
Security	read	mbsebbs/mail.c	1524	10	exitinfo	exitinfo.Security.level	if ((exitinfo.Security.level >= CFG.sysop_access) || Access(exitinfo.Security, msgs.SYSec))
Security	read	mbsebbs/mail.c	1524	65	exitinfo	exitinfo.Security	if ((exitinfo.Security.level >= CFG.sysop_access) || Access(exitinfo.Security, msgs.SYSec))
Security	read	mbsebbs/mail.c	1533	7	exitinfo	exitinfo.Security.level	if ((exitinfo.Security.level >= CFG.sysop_access) || Access(exitinfo.Security, msgs.SYSec)) {
Security	read	mbsebbs/mail.c	1533	62	exitinfo	exitinfo.Security	if ((exitinfo.Security.level >= CFG.sysop_access) || Access(exitinfo.Security, msgs.SYSec)) {
Security	read	mbsebbs/mail.c	1578	63	exitinfo	exitinfo.Security.level	if ((msgs.UsrDelete && (IsMe(Msg.From) || IsMe(Msg.To))) || (exitinfo.Security.level >= CFG.sysop_access) ||
Security	read	mbsebbs/mail.c	1579	26	exitinfo	exitinfo.Security	Access(exitinfo.Security, msgs.SYSec)) {
Security	read	mbsebbs/mail.c	1907	57	exitinfo	exitinfo.Security.level	(exitinfo.Security.level >= msgs.SYSec.level)
Security	read	mbsebbs/mail.c	2011	66	exitinfo	exitinfo.Security.level	if ((msgs.UsrDelete && (IsMe(Msg.From) || IsMe(Msg.To))) || (exitinfo.Security.level >= CFG.sysop_access) ||
Security	read	mbsebbs/mail.c	2012	25	exitinfo	exitinfo.Security	Access(exitinfo.Security, msgs.SYSec)) {
Security	read	mbsebbs/mail.c	2134	19	exitinfo	exitinfo.Security	if ((Access(exitinfo.Security, msgs.RDSec)) && (msgs.Active) && (strlen(msgs.Password) == 0)) {
Security	read	mbsebbs/mail.c	2179	19	exitinfo	exitinfo.Security	if ((Access(exitinfo.Security, msgs.RDSec)) && (msgs.Active) && (strlen(msgs.Password) == 0)) {
Security	read	mbsebbs/mail.c	2212	19	exitinfo	exitinfo.Security	if ((Access(exitinfo.Security, msgs.RDSec)) && (msgs.Active) && (strlen(msgs.Password) == 0)) {
Security	read	mbsebbs/mail.c	2230	19	exitinfo	exitinfo.Security	if ((Access(exitinfo.Security, msgs.RDSec)) && (msgs.Active) && (strlen(msgs.Password) == 0)) {
Security	read	mbsebbs/mail.c	2257	14	exitinfo	exitinfo.Security	if ((Access(exitinfo.Security, msgs.RDSec)) && (msgs.Active)) {
Security	read	mbsebbs/mail.c	2363	68	exitinfo	exitinfo.Security	if (iMsgAreaNumber > iAreaNum || iMsgAreaNumber < 0 || (Access(exitinfo.Security, msgs.RDSec) == FALSE) || (!msgs.Active)) {
Security	read	mbsebbs/mail.c	2595	24	exitinfo	exitinfo.Security.level	if ((msgs.Active) && (exitinfo.Security.level >= msgs.RDSec.level)) {
Security	read	mbsebbs/mail.c	2795	24	exitinfo	exitinfo.Security.level	if ((msgs.Active) && (exitinfo.Security.level >= msgs.RDSec.level)) {
Security	read	mbsebbs/menu.c	146	18	exitinfo	exitinfo.Security	if ( Le_Access(exitinfo.Security, menus.MenuSecurity) && (UserAge >= le_int(menus.Age))){
Security	read	mbsebbs/menu.c	156	18	exitinfo	exitinfo.Security	if ( Le_Access(exitinfo.Security, menus.MenuSecurity) && (UserAge >= le_int(menus.Age))){
Security	read	mbsebbs/menu.c	225	19	exitinfo	exitinfo.Security	if ((Le_Access(exitinfo.Security, menus.MenuSecurity)) && (UserAge >= le_int(menus.Age))) {
Security	read	mbsebbs/menu.c	380	7	exitinfo	exitinfo.Security.level	if (exitinfo.Security.level >= le_int(menus.MenuSecurity.level)) {
Security	read	mbsebbs/misc.c	200	19	exitinfo	exitinfo.Security.level	LCALL.SecLevel = exitinfo.Security.level;
Security	read	mbsebbs/offline.c	277	30	exitinfo	exitinfo.Security	if (msgs.Active && Access(exitinfo.Security, msgs.RDSec) && (!olrtagrec.Tagged) && strlen(msgs.QWKname)) {
Security	read	mbsebbs/offline.c	317	30	exitinfo	exitinfo.Security	if (msgs.Active && Access(exitinfo.Security, msgs.RDSec) && strlen(msgs.QWKname)) {
Security	read	mbsebbs/offline.c	340	30	exitinfo	exitinfo.Security	if (msgs.Active && Access(exitinfo.Security, msgs.RDSec) && strlen(msgs.QWKname)) {
Security	read	mbsebbs/offline.c	417	30	exitinfo	exitinfo.Security	if (msgs.Active && Access(exitinfo.Security, msgs.RDSec) && olrtagrec.Tagged && strlen(msgs.QWKname)) {
Security	read	mbsebbs/offline.c	457	30	exitinfo	exitinfo.Security	if (msgs.Active && Access(exitinfo.Security, msgs.RDSec) && strlen(msgs.QWKname)) {
Security	read	mbsebbs/offline.c	484	30	exitinfo	exitinfo.Security	if (msgs.Active && Access(exitinfo.Security, msgs.RDSec) && strlen(msgs.QWKname)) {
Security	read	mbsebbs/offline.c	608	35	exitinfo	exitinfo.Security	if ((msgs.Active) && Access(exitinfo.Security, msgs.RDSec) && strlen(msgs.QWKname)) {
Security	read	mbsebbs/offline.c	637	35	exitinfo	exitinfo.Security	if ((msgs.Active) && Access(exitinfo.Security, msgs.RDSec) && strlen(msgs.QWKname) && (!olrtagrec.Available)) {
Security	read	mbsebbs/offline.c	657	36	exitinfo	exitinfo.Security	if (((!msgs.Active) || (!Access(exitinfo.Security, msgs.RDSec))) && olrtagrec.Available) {
Security	read	mbsebbs/offline.c	680	35	exitinfo	exitinfo.Security	if ((msgs.Active) && Access(exitinfo.Security, msgs.RDSec) && strlen(msgs.QWKname)) {
Security	read	mbsebbs/offline.c	850	28	exitinfo	exitinfo.Security	if (msgs.Active && Access(exitinfo.Security, msgs.RDSec) && strlen(msgs.QWKname) && olrtagrec.Tagged) {
Security	read	mbsebbs/offline.c	1285	28	exitinfo	exitinfo.Security	if (msgs.Active && Access(exitinfo.Security, msgs.RDSec) && strlen(msgs.QWKname)) {
Security	read	mbsebbs/offline.c	1316	25	exitinfo	exitinfo.Security	"case BOTH:	if (Access(exitinfo.Security, msgs.WRSec))"
Security	read	mbsebbs/offline.c	1320	28	exitinfo	exitinfo.Security	"case PRIVATE:	if (Access(exitinfo.Security, msgs.WRSec))"
Security	read	mbsebbs/offline.c	1325	27	exitinfo	exitinfo.Security	"case PUBLIC:	if (Access(exitinfo.Security, msgs.WRSec))"
Security	read	mbsebbs/offline.c	1571	19	exitinfo	exitinfo.Security	if ((Access(exitinfo.Security, msgs.WRSec)) && (msgs.MsgKinds != RONLY)) {
Security	read	mbsebbs/offline.c	1775	19	exitinfo	exitinfo.Security	(Access(exitinfo.Security, msgs.RDSec)) && strlen(msgs.QWKname)) {
Security	read	mbsebbs/offline.c	2085	32	exitinfo	exitinfo.Security	if (msgs.Active && Access(exitinfo.Security, msgs.RDSec) && strlen(msgs.QWKname))
Security	read	mbsebbs/offline.c	2099	32	exitinfo	exitinfo.Security	if (msgs.Active && Access(exitinfo.Security, msgs.RDSec) && strlen(msgs.QWKname)) {
Security	read	mbsebbs/offline.c	2278	31	exitinfo	exitinfo.Security	if (msgs.Active && Access(exitinfo.Security, msgs.RDSec) &&
Security	read	mbsebbs/offline.c	2317	58	exitinfo	exitinfo.Security	if (msgs.Active && strlen(msgs.QWKname) && Access(exitinfo.Security, msgs.WRSec) &&
Security	read	mbsebbs/offline.c	2783	28	exitinfo	exitinfo.Security	if (msgs.Active && Access(exitinfo.Security, msgs.RDSec)) {
Security	read	mbsebbs/oneline.c	260	29	exitinfo	exitinfo.Security.level	if ((SYSOP == TRUE) || (exitinfo.Security.level >= CFG.sysop_access)) {
Security	read	mbsebbs/oneline.c	275	26	exitinfo	exitinfo.Security.level	if ((SYSOP == TRUE) || (exitinfo.Security.level >= CFG.sysop_access)) {
Security	read	mbsebbs/oneline.c	413	23	exitinfo	exitinfo.Security.level	if ((!SYSOP) && (exitinfo.Security.level < CFG.sysop_access)) {
Security	read	mbsebbs/user.c	409	29	usrconfig	usrconfig.Security.level	if (LIMIT.Security == usrconfig.Security.level) {
Security	read	mbsebbs/user.c	497	58	exitinfo	exitinfo.Security.level	"Syslog('+', ""Level %d (%s), %d mins. left, port %s"", exitinfo.Security.level, LIMIT.Description, exitinfo.iTimeLeft, pTTY);"
Security	read	mbsebbs/user.c	535	36	exitinfo	exitinfo.Security.level	"snprintf(temp, PATH_MAX, ""sec%d"", exitinfo.Security.level);"
Security	read	mbsetup/m_limits.c	590	39	usrconfig	usrconfig.Security.level	if (strlen(usrconfig.sUserName) && (usrconfig.Security.level == LIMIT.Security)) {
Security	read	mbsetup/m_users.c	515	21	usrconfig	usrconfig.Security.level	show_int( 7,17,    usrconfig.Security.level);
Security	read	mbsetup/m_users.c	756	31	usrconfig	usrconfig.Security.level	if (LIMIT.Security == usrconfig.Security.level) {
Security	read	mbsetup/m_users.c	848	18	usrconfig	usrconfig.Security.level	"case 2:	level = usrconfig.Security.level;"
Security	read	mbsetup/m_users.c	849	39	usrconfig	usrconfig.Security	"usrconfig.Security = edit_usec(7,17,usrconfig.Security, (char *)""15.2   EDIT USER SECURITY"");"
Security	read	mbsetup/m_users.c	852	16	usrconfig	usrconfig.Security.level	if (level != usrconfig.Security.level) {
Security	read	mbsetup/m_users.c	1064	49	usrconfig	usrconfig.Security	"web_secflags(wp, (char *)""Security level"", usrconfig.Security);"
Security	read	mbutils/mbuser.c	273	50	usr	usr.Security.level	if ((((t_start - Last) / 86400) > days) && (usr.Security.level < level) && (!usr.Guest) &&
Security	write	fortytwo-auth/src/legacy_userdb_provision.c	427	5	record	record->Security.level	record->Security.level = registration->defaults.security_level;
Security	write	fortytwo-auth/src/legacy_userdb_provision.c	428	5	record	record->Security.flags	record->Security.flags = registration->defaults.security_flags;
Security	write	fortytwo-auth/src/legacy_userdb_provision.c	429	5	record	record->Security.notflags	record->Security.notflags = registration->defaults.security_notflags;
Security	write	mbsebbs/newuser.c	404	5	usrconfig	usrconfig.Security	usrconfig.Security = CFG.newuser_access;
Security	write	mbsebbs/user.c	387	2	usrconfig	usrconfig.Security	usrconfig.Security = usrconfig.ExpirySec;
Security	write	mbsetup/m_users.c	849	3	usrconfig	usrconfig.Security	"usrconfig.Security = edit_usec(7,17,usrconfig.Security, (char *)""15.2   EDIT USER SECURITY"");"
UploadK	read	mbsebbs/dispfile.c	384	28	exitinfo	exitinfo.UploadK	"snprintf(temp, 81, ""%u"", exitinfo.UploadK);"
UploadK	read	mbsebbs/dispfile.c	388	49	exitinfo	exitinfo.UploadK	"snprintf(temp, 81, ""%u"", exitinfo.DownloadK + exitinfo.UploadK);"
UploadK	read	mbsebbs/door.c	265	28	exitinfo	exitinfo.UploadK	"fprintf(fp, ""%d\r\n"", exitinfo.UploadK);"
UploadK	read	mbsebbs/filesub.c	741	67	exitinfo	exitinfo.UploadK	"Syslog('b', ""Uploads %d, Kb %d, Kb today %d"", exitinfo.Uploads, exitinfo.UploadK, exitinfo.UploadKToday);"
UploadK	read	mbsetup/m_users.c	550	19	usrconfig	usrconfig.UploadK	show_int( 14,68, usrconfig.UploadK);
UploadK	read	mbsetup/m_users.c	1085	50	usrconfig	usrconfig.UploadK	"add_webdigit(wp, (char *)""Uploaded KBytes"", usrconfig.UploadK);"
UploadK	read-write	mbsebbs/filesub.c	738	3	exitinfo	exitinfo.UploadK	exitinfo.UploadK += (Size / 1024);
UploadKToday	read	mbsebbs/filesub.c	741	85	exitinfo	exitinfo.UploadKToday	"Syslog('b', ""Uploads %d, Kb %d, Kb today %d"", exitinfo.Uploads, exitinfo.UploadK, exitinfo.UploadKToday);"
UploadKToday	read-write	mbsebbs/filesub.c	740	3	exitinfo	exitinfo.UploadKToday	exitinfo.UploadKToday += (Size / 1024);
Uploads	read	mbsebbs/dispfile.c	372	28	exitinfo	exitinfo.Uploads	"snprintf(temp, 81, ""%d"", exitinfo.Uploads);"
Uploads	read	mbsebbs/door.c	245	28	exitinfo	exitinfo.Uploads	"fprintf(fp, ""%d\r\n"", exitinfo.Uploads);"
Uploads	read	mbsebbs/filesub.c	741	49	exitinfo	exitinfo.Uploads	"Syslog('b', ""Uploads %d, Kb %d, Kb today %d"", exitinfo.Uploads, exitinfo.UploadK, exitinfo.UploadKToday);"
Uploads	read	mbsetup/m_users.c	549	19	usrconfig	usrconfig.Uploads	show_int( 13,68, usrconfig.Uploads);
Uploads	read	mbsetup/m_users.c	1084	48	usrconfig	usrconfig.Uploads	"add_webdigit(wp, (char *)""Total uploads"", usrconfig.Uploads);"
Uploads	read-write	mbsebbs/file.c	1344	5	exitinfo	exitinfo.Uploads	exitinfo.Uploads += Count;
Uploads	read-write	mbsebbs/filesub.c	736	3	exitinfo	exitinfo.Uploads	exitinfo.Uploads++;
address	read	mbsebbs/change.c	575	39	exitinfo	exitinfo.address[0]	"Syslog('+', ""Old address \""%s\"""", exitinfo.address[0]);"
